Game Date: 2026-08-31,Our Team: CB Argentona,Opponent: Spartans
Period,Game Clock,Timestamp,Slot,Player,Possession State,Action,Zone,Result,Duration(s),Paint Touch,Fastbreak,Crunch Time
"Q2","09:23","22:07:41","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q2","09:22","22:07:55","Team","Team","defense","Opponent C3 Shot","C3","Miss",1.3,"No","Yes","No"
"Q2","09:22","22:07:56","Team","Team","defense","Def Rebound","None","Success",1.3,"No","No","No"
"Q2","09:12","22:08:09","3","#24","offense","Assist","None","To ##16",10.3,"Yes","No","No"
"Q2","09:12","22:08:09","4","#16","offense","PAINT Shot","PAINT","Make",10.3,"No","No","No"
"Q2","09:04","22:08:20","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",8,"No","No","No"
"Q2","08:55","22:08:32","1","#8","offense","ATB3 Shot","ATB3","Miss",8.1,"No","No","No"
"Q2","08:55","22:08:32","Team","Team","offense","Opponent Def Rebound","None","Loss",8.6,"No","No","No"
"Q2","08:49","22:08:38","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",5.8,"No","Yes","No"
"Q2","08:32","22:09:00","1","#8","offense","MR Shot","MR","Make",16.8,"No","No","No"
"Q2","08:23","22:09:13","1","#8","defense","Deflection","None","Success",9.3,"No","No","No"
"Q2","08:21","22:09:31","Team","Team","defense","Opponent PAINT Shot","PAINT","Make",11.5,"Yes","No","No"
"Q2","08:19","22:09:36","5","#13","offense","Substitution","None","Slot 5: Out #13 / In #11",1.7,"No","No","No"
"Q2","08:14","22:09:41","3","#24","offense","RIM Shot","RIM","Miss",6.8,"Yes","Yes","No"
"Q2","08:14","22:09:41","Team","Team","offense","Opponent Def Rebound","None","Loss",7.3,"No","No","No"
"Q2","08:06","22:09:49","Team","Team","defense","Opponent RIM Shot","RIM","Make",7.5,"Yes","Yes","No"
"Q2","07:25","22:10:39","3","#24","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q2","07:25","22:10:57","5","#11","offense","RIM Shot","RIM","Miss",10,"Yes","No","No"
"Q2","07:25","22:10:57","Team","Team","offense","Opponent Block","None","Success",10,"Yes","No","No"
"Q2","07:25","22:10:58","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q2","07:23","22:11:08","Team","Team","defense","Opponent RIM Shot","RIM","Make",0,"Yes","Yes","No"
"Q2","07:23","22:11:13","1","#8","defense","Personal Foul","None","Foul #1",0,"No","No","No"
"Q2","07:23","22:11:13","Team","Team","defense","Opponent FT Score","None","Loss",0,"No","No","No"
"Q2","07:23","22:11:33","1","#8","offense","Personal Foul","None","Offensive",0.6,"No","No","No"
"Q2","07:23","22:11:33","1","#8","offense","Turnover (Dead)","None","Offensive Foul",0.6,"No","No","No"
"Q2","07:23","22:12:24","4","#16","defense","Deflection","None","Success",0,"No","No","No"
"Q2","07:23","22:12:29","4","#16","defense","Steal","None","Success",0,"No","No","No"
"Q2","07:05","22:12:48","1","#8","offense","Turnover (Live)","None","Loss",17.6,"No","No","No"
"Q2","07:00","22:12:53","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",5.2,"No","Yes","No"
"Q2","05:51","22:13:09","1","#8","offense","ATB3 Shot","ATB3","Miss",8.7,"No","No","No"
"Q2","05:50","22:13:10","4","#16","offense","Off Rebound","None","Success",10,"No","No","No"
"Q2","05:46","22:13:16","4","#16","offense","Assist","None","To ##24",13.4,"Yes","No","No"
"Q2","05:46","22:13:16","3","#24","offense","RIM Shot","RIM","Make",13.4,"No","No","No"
"Q2","05:42","22:13:24","3","#24","defense","Steal","None","Success",4.7,"No","No","No"
"Q2","05:24","22:13:42","2","#9","offense","Substitution","None","Slot 2: Out #9 / In #7",17.6,"No","No","No"
"Q2","05:21","22:13:45","2","#7","offense","Turnover (Live)","None","Loss",20.6,"No","No","No"
"Q2","05:17","22:13:50","2","#7","defense","Substitution","None","Slot 2: Out #7 / In #23",4.3,"No","No","No"
"Q2","04:58","22:14:10","Team","Team","defense","Opponent RIM Shot","RIM","Make",22.6,"Yes","No","No"
"Q2","04:50","22:14:22","1","#24","offense","Turnover (Live)","None","Loss",8.3,"No","No","No"
"Q2","04:26","22:14:50","4","#16","defense","Substitution","None","Slot 4: Out #16 / In #35",0,"No","No","No"
"Q2","04:26","22:14:55","2","#8","defense","Substitution","None","Slot 2: Out #8 / In #9",0,"No","No","No"
"Q2","04:19","22:15:24","Team","Team","defense","Opponent MR Shot","MR","Miss",6.7,"No","Yes","No"
"Q2","04:19","22:15:26","4","#35","defense","Def Rebound","None","Success",6.7,"No","No","No"
"Q2","04:08","22:15:38","2","#9","offense","MR Shot","MR","Miss",11.5,"No","No","No"
"Q2","04:07","22:15:39","Team","Team","offense","Opponent Def Rebound","None","Loss",12.2,"No","No","No"
"Q2","03:51","22:15:56","3","#24","defense","Deflection","None","Success",16.5,"No","No","No"
"Q2","03:47","22:16:00","3","#24","defense","Steal","None","Success",20.4,"No","No","No"
"Q2","03:42","22:16:19","3","#24","offense","Opponent Foul","None","Success",4.8,"No","No","No"
"Q2","03:42","22:16:27","Team","Team","offense","Timeout","None","CB Argentona",4.8,"No","No","No"
"Q2","03:42","22:17:56","1","#23","offense","Turnover (Live)","None","Loss",4.8,"No","No","No"
"Q2","03:38","22:18:00","Team","Team","defense","Opponent RIM Shot","RIM","Miss",4.1,"Yes","Yes","No"
"Q2","03:37","22:18:01","Team","Team","defense","Opponent Off Reb","None","Loss",4.6,"No","No","No"
"Q2","03:33","22:18:21","5","#11","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q2","03:33","22:18:28","3","#24","defense","Substitution","None","Slot 3: Out #24 / In #32",10,"No","No","No"
"Q2","03:33","22:18:29","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q2","03:33","22:18:37","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q2","03:16","22:18:57","5","#11","offense","PAINT Shot","PAINT","Miss",17,"Yes","No","No"
"Q2","03:15","22:18:58","Team","Team","offense","Opponent Def Rebound","None","Loss",17.7,"No","No","No"
"Q2","02:59","22:19:14","Team","Team","defense","Opponent MR Shot","MR","Miss",15.4,"No","No","No"
"Q2","02:59","22:19:14","Team","Team","defense","Opponent Off Reb","None","Loss",15.9,"No","No","No"
"Q2","02:48","22:19:25","Team","Team","defense","Opponent MR Shot","MR","Miss",20.5,"No","No","No"
"Q2","02:47","22:19:26","Team","Team","defense","Opponent Off Reb","None","Loss",21.8,"No","No","No"
"Q2","02:34","22:19:53","5","#11","defense","Personal Foul","None","Foul #3",10,"No","No","No"
"Q2","02:30","22:20:02","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",13.7,"No","No","No"
"Q2","02:29","22:20:04","4","#35","defense","Def Rebound","None","Success",15.3,"No","No","No"
"Q2","02:20","22:20:13","3","#32","offense","ATB3 Shot","ATB3","Miss",9,"No","No","No"
"Q2","02:19","22:20:14","Team","Team","offense","Opponent Def Rebound","None","Loss",9.4,"No","No","No"
"Q2","02:16","22:20:18","Team","Team","defense","Opponent Turnover","None","Unforced",3.4,"No","No","No"
"Q2","02:16","22:20:23","4","#35","offense","Assist","None","To ##11",0,"Yes","Yes","No"
"Q2","02:16","22:20:23","5","#11","offense","RIM Shot","RIM","Make",0,"No","No","No"
"Q2","01:58","22:20:45","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",18.1,"Yes","No","No"
"Q2","01:56","22:20:47","2","#9","defense","Def Rebound","None","Success",19.5,"No","No","No"
"Q2","01:49","22:20:55","4","#35","offense","Assist","None","To ##11",7,"Yes","Yes","No"
"Q2","01:49","22:20:55","5","#11","offense","RIM Shot","RIM","Make",7,"No","No","No"
"Q2","01:47","22:21:02","Team","Team","defense","Opponent Turnover","None","Unforced",2.5,"No","No","No"
"Q2","01:47","22:21:09","4","#35","offense","Substitution","None","Slot 4: Out #35 / In #13",0,"No","No","No"
"Q2","01:47","22:21:17","3","#32","offense","Turnover (Live)","None","Loss",0,"No","No","No"
"Q2","01:40","22:21:25","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",6.8,"No","Yes","No"
"Q2","01:39","22:21:26","4","#11","defense","Def Rebound","None","Success",8.3,"No","No","No"
"Q2","01:24","22:21:41","2","#9","offense","C3 Shot","C3","Miss",14.3,"No","No","No"
"Q2","01:24","22:21:42","Team","Team","offense","Opponent Def Rebound","None","Loss",14.9,"No","No","No"
"Q2","01:15","22:21:50","Team","Team","defense","Opponent RIM Shot","RIM","Miss",8.4,"Yes","No","No"
"Q2","01:15","22:21:51","Team","Team","defense","Opponent Off Reb","None","Loss",9.1,"No","No","No"
"Q2","01:14","22:21:52","Team","Team","defense","Opponent RIM Shot","RIM","Make",10.6,"Yes","No","No"
"Q2","00:52.3","22:22:10","2","#9","offense","PAINT Shot","PAINT","Miss",2.1,"Yes","Yes","No"
"Q2","00:52.3","22:22:12","4","#11","offense","Off Rebound","None","Success",2.1,"No","No","No"
"Q2","00:45.2","22:22:32","4","#11","offense","PAINT Shot","PAINT","Miss",17.1,"Yes","No","No"
"Q2","00:43.6","22:22:34","5","#13","offense","Off Rebound","None","Success",18.7,"No","No","No"
"Q2","00:29.5","22:22:57","2","#9","offense","MR Shot","MR","Make",0,"No","Yes","No"
"Q2","00:27.7","22:23:04","Team","Team","defense","Timeout","None","Spartans",1.8,"No","No","No"
"Q2","00:27.7","22:24:50","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",1.8,"No","Yes","No"
"Q2","00:27.7","22:24:53","Team","Team","defense","Def Rebound","None","Success",1.8,"No","No","No"
"Q2","00:16.7","22:25:18","1","#23","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q2","00:16.7","22:25:20","2","#9","offense","ATB3 Shot","ATB3","Miss",10,"No","No","No"
"Q2","00:16.7","22:25:22","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q3","10:00","22:29:52","Team","Team","defense","Period Change","None","Started Quarter 3",0,"No","No","No"
"Q3","10:00","22:31:08","3","#32","defense","Substitution","None","Slot 3: Out #32 / In #8",0,"No","No","No"
"Q3","10:00","22:31:13","4","#11","defense","Substitution","None","Slot 4: Out #11 / In #24",0,"No","No","No"
"Q3","10:00","22:31:15","5","#13","defense","Substitution","None","Slot 5: Out #13 / In #16",0,"No","No","No"
"Q3","09:48","22:31:27","5","#16","defense","Personal Foul","None","Foul #1",1.4,"No","No","No"
"Q3","09:48","22:31:30","Team","Team","defense","Opponent FT Score","None","Loss",1.4,"No","No","No"
"Q3","09:48","22:31:42","Team","Team","defense","Opponent FT Score","None","Loss",1.4,"No","No","No"
"Q3","09:35","22:31:58","4","#24","offense","Turnover (Live)","None","Loss",13.2,"No","No","No"
"Q3","09:19","22:32:14","Team","Team","defense","Opponent RIM Shot","RIM","Miss",15.7,"Yes","No","No"
"Q3","09:18","22:32:15","Team","Team","defense","Opponent Off Reb","None","Loss",16.5,"No","No","No"
"Q3","09:18","22:32:16","Team","Team","defense","Opponent RIM Shot","RIM","Miss",10.7,"Yes","No","No"
"Q3","09:17","22:32:16","Team","Team","defense","Opponent Off Reb","None","Loss",11.2,"No","No","No"
"Q3","09:16","22:32:17","Team","Team","defense","Opponent RIM Shot","RIM","Make",10.9,"Yes","No","No"
"Q3","09:06","22:32:31","3","#8","offense","ATB3 Shot","ATB3","Miss",10.3,"No","No","No"
"Q3","09:02","22:32:35","5","#16","offense","Off Rebound","None","Success",14.4,"No","No","No"
"Q3","09:00","22:32:39","5","#16","offense","RIM Shot","RIM","Make",11.9,"Yes","No","No"
"Q3","08:50","22:32:52","Team","Team","defense","Opponent RIM Shot","RIM","Miss",9.6,"Yes","No","No"
"Q3","08:48","22:32:55","4","#24","defense","Def Rebound","None","Success",11.7,"No","No","No"
"Q3","08:45","22:32:57","4","#24","offense","Turnover (Live)","None","Loss",2.8,"No","No","No"
"Q3","08:32","22:33:24","3","#8","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q3","08:32","22:33:32","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","08:32","22:33:45","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","08:22","22:33:58","3","#8","offense","ATB3 Shot","ATB3","Miss",10.2,"No","No","No"
"Q3","08:21","22:33:59","Team","Team","offense","Opponent Def Rebound","None","Loss",11.4,"No","No","No"
"Q3","08:12","22:34:09","Team","Team","defense","Opponent RIM Shot","RIM","Miss",9,"Yes","No","No"
"Q3","08:11","22:34:09","Team","Team","defense","Opponent Off Reb","None","Loss",9.7,"No","No","No"
"Q3","08:06","22:34:14","Team","Team","defense","Opponent RIM Shot","RIM","Make",14.8,"Yes","No","No"
"Q3","07:51","22:34:32","3","#8","offense","ATB3 Shot","ATB3","Miss",15.1,"No","No","No"
"Q3","07:50","22:34:34","2","#9","offense","Off Rebound","None","Success",16.8,"No","No","No"
"Q3","07:45","22:34:42","4","#24","offense","Assist","None","To ##9",15,"No","No","No"
"Q3","07:45","22:34:42","2","#9","offense","C3 Shot","C3","Make",15,"No","No","No"
"Q3","07:42","22:34:48","2","#9","defense","Steal","None","Success",2.8,"No","No","No"
"Q3","07:36","22:35:02","2","#9","offense","Opponent Foul","None","Success",5.7,"No","No","No"
"Q3","07:36","22:35:11","5","#16","offense","Substitution","None","Slot 5: Out #16 / In #11",5.7,"No","No","No"
"Q3","07:36","22:35:15","2","#9","offense","FT","None","Make",5.7,"No","No","No"
"Q3","07:36","22:35:23","2","#9","offense","FT","None","Make",5.7,"No","No","No"
"Q3","07:21","22:35:42","4","#24","defense","Steal","None","Success",15.1,"No","No","No"
"Q3","07:16","22:35:48","4","#24","offense","Assist","None","To ##9",4.7,"Yes","Yes","No"
"Q3","07:16","22:35:48","2","#9","offense","RIM Shot","RIM","Make",4.7,"No","No","No"
"Q3","07:08","22:36:00","3","#8","defense","Steal","None","Success",8.2,"No","No","No"
"Q3","07:01","22:36:10","1","#23","offense","Assist","None","To ##11",6.8,"No","Yes","No"
"Q3","07:00","22:36:44","1","#23","offense","Assist","None","To ##11",0,"No","Yes","No"
"Q3","07:00","22:36:44","5","#11","offense","MR Shot","MR","Make",0,"No","No","No"
"Q3","07:00","22:36:47","Team","Team","defense","Timeout","None","Spartans",0,"No","No","No"
"Q3","07:00","22:38:14","Team","Team","defense","Opponent RIM Shot","RIM","Make",0,"Yes","Yes","No"
"Q3","05:51","22:38:31","4","#24","offense","Assist","None","To ##11",9,"Yes","No","No"
"Q3","05:51","22:38:31","5","#11","offense","RIM Shot","RIM","Make",9,"No","No","No"
"Q3","05:44","22:38:42","1","#23","defense","Steal","None","Success",7.2,"No","No","No"
"Q3","05:36","22:38:49","5","#11","offense","RIM Shot","RIM","Miss",7.4,"Yes","Yes","No"
"Q3","05:35","22:38:50","Team","Team","offense","Opponent Def Rebound","None","Loss",8.5,"No","No","No"
"Q3","05:20","22:39:06","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",14.8,"Yes","No","No"
"Q3","05:18","22:39:08","5","#11","defense","Def Rebound","None","Success",16.9,"No","No","No"
"Q3","05:09","22:39:29","2","#9","offense","Substitution","None","Slot 2: Out #9 / In #32",9.7,"No","No","No"
"Q3","05:09","22:39:45","2","#8","offense","Assist","None","To ##11",9.7,"Yes","No","No"
"Q3","05:09","22:39:45","5","#11","offense","RIM Shot","RIM","Make",9.7,"No","No","No"
"Q3","05:08","22:39:49","Team","Team","defense","Opponent Turnover","None","Unforced",0.5,"No","No","No"
"Q3","05:08","22:39:53","2","#8","offense","Turnover (Live)","None","Loss",0,"No","No","No"
"Q3","04:54","22:40:08","Team","Team","defense","Opponent MR Shot","MR","Miss",14.3,"No","No","No"
"Q3","04:52","22:40:09","4","#24","defense","Def Rebound","None","Success",15.7,"No","No","No"
"Q3","04:49","22:40:12","4","#24","offense","Turnover (Live)","None","Loss",3.2,"No","No","No"
"Q3","04:43","22:40:35","4","#24","defense","Substitution","None","Slot 4: Out #24 / In #13",6.1,"No","No","No"
"Q3","04:43","22:40:37","5","#11","defense","Personal Foul","None","Foul #4",6.1,"No","No","No"
