Game Date: 2026-09-13,Our Team: CB Argentona,Opponent: Sant Gervasi
Period,Game Clock,Timestamp,Slot,Player,Possession State,Action,Zone,Result,Duration(s),Paint Touch,Fastbreak,Crunch Time
"Q1","04:45","18:41:33","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",6.6,"No","No","No"
"Q1","04:42","18:41:36","2","#9","defense","Def Rebound","None","Success",9.4,"No","No","No"
"Q1","04:37","18:41:41","2","#9","offense","Turnover (Live)","None","Loss",5.2,"No","No","No"
"Q1","03:55","18:42:09","Team","Team","defense","Opponent Turnover","None","Unforced",22.4,"No","No","No"
"Q1","03:55","18:42:16","5","#13","offense","Substitution","None","Slot 5: Out #13 / In #35",0,"No","No","No"
"Q1","03:55","18:42:25","2","#9","offense","Substitution","None","Slot 2: Out #9 / In #8",0,"No","No","No"
"Q1","03:43","18:42:44","2","#8","offense","Assist","None","To ##11",11.5,"Yes","No","No"
"Q1","03:43","18:42:44","4","#11","offense","RIM Shot","RIM","Make",11.5,"No","No","No"
"Q1","03:34","18:43:11","1","#23","defense","Personal Foul","None","Foul #1",8.9,"No","No","No"
"Q1","03:34","18:43:25","Team","Team","defense","Opponent FT Score","None","Loss",8.9,"No","No","No"
"Q1","03:34","18:43:26","Team","Team","defense","Opponent FT Score","None","Loss",8.9,"No","No","No"
"Q1","03:22","18:43:58","1","#23","offense","RIM Shot","RIM","Miss",12.6,"Yes","No","No"
"Q1","03:22","18:43:59","Team","Team","offense","Opponent Def Rebound","None","Loss",12.6,"No","No","No"
"Q1","03:11","18:44:10","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",10.7,"No","No","No"
"Q1","02:47","18:44:51","4","#11","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q1","02:47","18:44:54","4","#11","offense","FT","None","Make",10,"No","No","No"
"Q1","02:47","18:45:05","4","#11","offense","FT","None","Miss",10,"No","No","No"
"Q1","02:47","18:45:06","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q1","02:36","18:45:17","5","#35","defense","Deflection","None","Success",10.8,"No","No","No"
"Q1","02:23","18:45:37","4","#11","defense","Steal","None","Success",0,"No","No","No"
"Q1","02:10","18:45:51","5","#35","offense","Assist","None","To ##32",12.7,"No","No","No"
"Q1","02:10","18:45:51","3","#32","offense","C3 Shot","C3","Make",12.7,"No","No","No"
"Q1","01:50","18:46:08","Team","Team","defense","Opponent C3 Shot","C3","Miss",10.6,"No","No","No"
"Q1","01:48","18:46:10","5","#35","defense","Def Rebound","None","Success",12.4,"No","No","No"
"Q1","01:33","18:46:32","4","#11","offense","C3 Shot","C3","Miss",15.2,"No","No","No"
"Q1","01:33","18:46:34","Team","Team","offense","Opponent Def Rebound","None","Loss",15.2,"No","No","No"
"Q1","01:30","18:46:59","5","#35","defense","Personal Foul","None","Foul #1",2.1,"No","No","No"
"Q1","01:30","18:47:21","Team","Team","defense","Opponent FT Score","None","Loss",2.1,"No","No","No"
"Q1","01:30","18:47:30","Team","Team","defense","Opponent FT Score","None","Loss",2.1,"No","No","No"
"Q1","01:17","18:47:46","3","#32","offense","Turnover (Live)","None","Loss",13,"No","No","No"
"Q1","01:13","18:47:52","2","#8","defense","Personal Foul","None","Foul #1",4,"No","No","No"
"Q1","01:13","18:48:14","Team","Team","defense","Opponent FT Score","None","Loss",4,"No","No","No"
"Q1","01:13","18:48:15","Team","Team","defense","Opponent FT Miss","None","Loss",4,"No","No","No"
"Q1","01:13","18:48:17","1","#23","defense","Def Rebound","None","Success",4,"No","No","No"
"Q1","01:07","18:48:24","1","#23","offense","Turnover (Live)","None","Loss",6.8,"No","No","No"
"Q1","01:01","18:48:31","Team","Team","defense","Opponent Turnover","None","Unforced",5.5,"No","No","No"
"Q1","00:49.6","18:48:46","2","#8","offense","RIM Shot","RIM","Miss",12,"Yes","No","No"
"Q1","00:48.6","18:48:47","Team","Team","offense","Opponent Def Rebound","None","Loss",13,"No","No","No"
"Q1","00:45.3","18:48:50","Team","Team","defense","Opponent RIM Shot","RIM","Make",3.3,"Yes","No","No"
"Q1","00:21.3","18:49:19","2","#8","offense","PAINT Shot","PAINT","Miss",0,"Yes","No","No"
"Q1","00:21.3","18:49:24","5","#35","offense","Off Rebound","None","Success",0,"No","No","No"
"Q1","00:21.3","18:49:27","1","#23","offense","Turnover (Live)","None","Loss",10,"No","No","No"
"Q1","00:19.3","18:49:31","4","#11","defense","Substitution","None","Slot 4: Out #11 / In #24",2,"No","No","No"
"Q1","00:17.0","18:49:35","Team","Team","defense","Opponent RIM Shot","RIM","Make",4.3,"Yes","No","No"
"Q2","10:00","18:51:43","Team","Team","offense","Period Change","None","Started Quarter 2",0,"No","No","No"
"Q2","09:59","18:51:49","Team","Team","defense","Opponent RIM Shot","RIM","Make",0.8,"Yes","No","No"
"Q2","09:47","18:52:20","1","#23","offense","Substitution","None","Slot 1: Out #23 / In #15",11.3,"No","No","No"
"Q2","09:33","18:52:37","1","#15","offense","Turnover (Live)","None","Loss",2,"No","No","No"
"Q2","09:31","18:52:42","1","#15","defense","Personal Foul","None","Foul #1",1.2,"No","No","No"
"Q2","09:31","18:52:44","Team","Team","defense","Opponent FT Miss","None","Loss",1.2,"No","No","No"
"Q2","09:31","18:52:55","Team","Team","defense","Opponent FT Score","None","Loss",1.2,"No","No","No"
"Q2","09:21","18:53:36","4","#24","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q2","09:21","18:53:43","4","#24","offense","FT","None","Miss",10,"No","No","No"
"Q2","09:21","18:53:53","4","#24","offense","FT","None","Miss",10,"No","No","No"
"Q2","09:21","18:53:54","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q2","09:08","18:54:08","2","#8","defense","Steal","None","Success",13.4,"No","No","No"
"Q2","09:03","18:54:13","2","#8","offense","Turnover (Live)","None","Loss",4.9,"No","No","No"
"Q2","08:57","18:54:23","5","#35","defense","Substitution","None","Slot 5: Out #35 / In #11",5.6,"No","No","No"
"Q2","08:57","18:54:36","3","#32","defense","Substitution","None","Slot 3: Out #32 / In #9",5.6,"No","No","No"
"Q2","08:57","18:54:43","5","#11","defense","Personal Foul","None","Foul #1",5.6,"No","No","No"
"Q2","08:57","18:54:53","3","#9","defense","Deflection","None","Success",5.6,"No","No","No"
"Q2","08:57","18:55:02","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",5.6,"No","Yes","No"
"Q2","08:57","18:55:03","3","#9","defense","Def Rebound","None","Success",5.6,"No","No","No"
"Q2","08:51","18:55:28","3","#9","offense","Opponent Foul","None","Success",6.7,"No","No","No"
"Q2","08:51","18:55:52","2","#8","offense","Opponent Foul","None","Success",6.7,"No","No","No"
"Q2","08:51","18:56:00","2","#8","offense","PAINT Shot","PAINT","Miss",6.7,"Yes","Yes","No"
"Q2","08:51","18:56:01","Team","Team","offense","Opponent Def Rebound","None","Loss",6.7,"No","No","No"
"Q2","08:39","18:56:13","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",11.3,"Yes","No","No"
"Q2","08:37","18:56:16","3","#9","defense","Def Rebound","None","Success",14,"No","No","No"
"Q2","08:35","18:56:23","3","#9","offense","RIM Shot","RIM","Make",2.2,"Yes","Yes","No"
"Q2","08:29","18:56:32","3","#9","defense","Deflection","None","Success",5.5,"No","No","No"
"Q2","08:24","18:56:50","2","#8","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q2","08:24","18:57:12","2","#8","defense","Substitution","None","Slot 2: Out #8 / In #1",10,"No","No","No"
"Q2","07:54","18:57:42","3","#9","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q2","07:54","18:57:56","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","07:54","18:58:06","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q2","07:29","18:58:31","4","#24","offense","RIM Shot","RIM","Miss",14.8,"Yes","No","No"
"Q2","07:28","18:58:32","5","#11","offense","Off Rebound","None","Success",15.9,"No","No","No"
"Q2","07:26","18:58:34","5","#11","offense","RIM Shot","RIM","Miss",12.3,"Yes","No","No"
"Q2","07:25","18:58:35","Team","Team","offense","Opponent Def Rebound","None","Loss",12.7,"No","No","No"
"Q2","07:06","18:58:50","2","#1","defense","Personal Foul","None","Foul #1",9.6,"No","No","No"
"Q2","07:06","18:59:01","Team","Team","defense","Opponent FT Score","None","Loss",9.6,"No","No","No"
"Q2","07:06","18:59:10","Team","Team","defense","Opponent FT Score","None","Loss",9.6,"No","No","No"
"Q2","06:46","18:59:33","4","#24","offense","ATB3 Shot","ATB3","Miss",19.5,"No","No","No"
"Q2","06:45","18:59:34","Team","Team","offense","Opponent Def Rebound","None","Loss",20.5,"No","No","No"
"Q2","06:32","19:00:00","4","#24","defense","Timeout","None","CB Argentona",13.1,"No","No","No"
"Q2","06:32","19:01:22","4","#24","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q2","06:32","19:01:34","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","06:32","19:01:44","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q2","06:14","19:02:05","3","#9","offense","ATB3 Shot","ATB3","Miss",18.2,"No","No","No"
"Q2","06:13","19:02:06","Team","Team","offense","Opponent Def Rebound","None","Loss",19,"No","No","No"
"Q2","05:54","19:02:25","Team","Team","defense","Opponent C3 Shot","C3","Miss",18.9,"No","No","No"
"Q2","05:52","19:02:28","Team","Team","defense","Opponent Off Reb","None","Loss",21.5,"No","No","No"
"Q2","05:50","19:02:32","2","#1","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q2","05:50","19:02:42","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","05:50","19:02:52","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","05:50","19:02:55","4","#24","defense","Def Rebound","None","Success",10,"No","No","No"
"Q2","05:33","19:03:13","4","#24","offense","RIM Shot","RIM","Miss",17.2,"Yes","No","No"
"Q2","05:31","19:03:14","4","#24","offense","Off Rebound","None","Success",18.5,"No","No","No"
"Q2","05:28","19:03:25","4","#24","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q2","05:28","19:03:33","4","#24","offense","FT","None","Make",10,"No","No","No"
"Q2","05:28","19:03:43","4","#24","offense","FT","None","Make",10,"No","No","No"
"Q2","05:04","19:04:14","Team","Team","defense","Opponent RIM Shot","RIM","Make",0,"Yes","No","No"
"Q2","04:57","19:04:24","3","#9","offense","ATB3 Shot","ATB3","Miss",6.8,"No","No","No"
"Q2","04:56","19:04:26","Team","Team","offense","Opponent Def Rebound","None","Loss",7.9,"No","No","No"
"Q2","04:52","19:04:30","Team","Team","defense","Opponent RIM Shot","RIM","Miss",4.4,"Yes","No","No"
"Q2","04:50","19:04:32","4","#24","defense","Def Rebound","None","Success",6.3,"No","No","No"
"Q2","04:40","19:04:49","1","#15","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q2","04:40","19:04:56","2","#1","offense","Substitution","None","Slot 2: Out #1 / In #7",10,"No","No","No"
"Q2","04:40","19:05:38","4","#15","offense","FT","None","Miss",10,"No","No","No"
"Q2","04:40","19:05:40","4","#15","offense","FT","None","Miss",10,"No","No","No"
"Q2","04:40","19:05:41","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q2","04:36","19:05:45","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",3.7,"Yes","Yes","No"
"Q2","04:34","19:05:47","5","#11","defense","Def Rebound","None","Success",5.5,"No","No","No"
"Q2","04:24","19:05:57","2","#9","offense","MR Shot","MR","Miss",9.9,"No","No","No"
"Q2","04:23","19:05:58","Team","Team","offense","Opponent Def Rebound","None","Loss",10.9,"No","No","No"
"Q2","04:20","19:06:02","3","#24","defense","Steal","None","Success",3.6,"No","No","No"
"Q2","04:13","19:06:09","2","#9","offense","Turnover (Live)","None","Loss",6.4,"No","No","No"
"Q2","04:06","19:06:16","1","#7","defense","Substitution","None","Slot 1: Out #7 / In #13",7.1,"No","No","No"
"Q2","04:00","19:06:23","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",13.7,"No","No","No"
"Q2","03:58","19:06:24","5","#11","defense","Def Rebound","None","Success",15.1,"No","No","No"
"Q2","03:51","19:06:32","5","#11","offense","RIM Shot","RIM","Miss",7.3,"Yes","Yes","No"
"Q2","03:50","19:06:33","Team","Team","offense","Opponent Def Rebound","None","Loss",8.2,"No","No","No"
"Q2","03:42","19:06:41","Team","Team","defense","Opponent RIM Shot","RIM","Miss",7.8,"Yes","Yes","No"
"Q2","03:40","19:06:43","1","#13","defense","Def Rebound","None","Success",9.9,"No","No","No"
"Q2","03:31","19:06:55","Team","Team","offense","Score Adjustment","None","Our Team: 21 -> 22 (+1)",0,"No","No","No"
"Q2","03:31","19:06:59","2","#9","offense","Turnover (Live)","None","Loss",9.4,"No","No","No"
"Q2","03:27","19:07:08","4","#15","defense","Substitution","None","Slot 4: Out #15 / In #7",3.5,"No","No","No"
"Q2","03:27","19:07:19","5","#11","defense","Substitution","None","Slot 5: Out #11 / In #35",3.5,"No","No","No"
"Q2","03:07","19:08:00","2","#9","defense","Deflection","None","Success",3.5,"No","No","No"
"Q2","03:07","19:08:08","3","#24","defense","Substitution","None","Slot 3: Out #24 / In #8",3.5,"No","No","No"
"Q2","03:07","19:08:19","Team","Team","defense","Timeout","None","Sant Gervasi",3.5,"No","No","No"
"Q2","02:57","19:09:37","2","#9","defense","Substitution","None","Slot 2: Out #9 / In #24",3.5,"No","No","No"
"Q2","02:57","19:09:55","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",3.5,"No","Yes","No"
"Q2","02:49","19:10:07","5","#35","offense","RIM Shot","RIM","Miss",8.5,"Yes","No","No"
"Q2","02:48","19:10:07","Team","Team","offense","Opponent Def Rebound","None","Loss",9.1,"No","No","No"
"Q2","02:35","19:10:33","2","#8","defense","Personal Foul","None","Foul #3",10,"No","No","No"
"Q2","02:35","19:10:38","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","02:35","19:10:50","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q2","02:25","19:11:06","2","#8","offense","Turnover (Live)","None","Loss",9.6,"No","No","No"
"Q2","02:20","19:11:13","5","#35","defense","Personal Foul","None","Foul #2",5.2,"No","No","No"
"Q2","02:20","19:11:31","Team","Team","defense","Opponent FT Score","None","Loss",5.2,"No","No","No"
"Q2","02:20","19:11:42","Team","Team","defense","Opponent FT Miss","None","Loss",5.2,"No","No","No"
"Q2","02:20","19:11:43","4","#13","defense","Def Rebound","None","Success",5.2,"No","No","No"
"Q2","02:03","19:12:01","2","#8","offense","C3 Shot","C3","Miss",17.3,"No","No","No"
"Q2","02:00","19:12:04","4","#13","offense","Off Rebound","None","Success",20.1,"No","No","No"
"Q2","01:57","19:12:07","4","#13","offense","PAINT Shot","PAINT","Miss",12.8,"Yes","No","No"
"Q2","01:57","19:12:07","Team","Team","offense","Opponent Def Rebound","None","Loss",13.3,"No","No","No"
"Q2","01:43","19:12:28","1","#7","defense","Personal Foul","None","Foul #3",10,"No","No","No"
"Q2","01:43","19:12:43","3","#24","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","01:43","19:12:51","3","#24","defense","Substitution","None","Slot 3: Out #24 / In #32",10,"No","No","No"
"Q2","01:43","19:12:52","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","01:43","19:13:04","Team","Team","defense","Score Adjustment","None","Opponent: 31 -> 32 (+1)",0,"No","No","No"
"Q2","01:14","19:13:26","1","#7","offense","ATB3 Shot","ATB3","Make",1.3,"No","No","No"
"Q2","01:06","19:13:37","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",8.8,"No","No","No"
"Q2","01:04","19:13:38","2","#8","defense","Def Rebound","None","Success",10.3,"No","No","No"
"Q2","00:54.8","19:13:48","5","#35","offense","Turnover (Live)","None","Loss",9.7,"No","No","No"
"Q2","00:52.0","19:13:51","Team","Team","defense","Opponent RIM Shot","RIM","Miss",2.8,"Yes","Yes","No"
"Q2","00:49.7","19:13:54","5","#35","defense","Def Rebound","None","Success",5.1,"No","No","No"
"Q2","00:34.1","19:14:10","4","#13","offense","Turnover (Live)","None","Loss",15.6,"No","No","No"
"Q2","00:11.2","19:14:31","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",12.9,"No","No","No"
"Q2","00:09.4","19:14:32","4","#13","defense","Def Rebound","None","Success",14.7,"No","No","No"
"Q3","10:00","19:15:50","Team","Team","offense","Period Change","None","Started Quarter 3",0,"No","No","No"
"Q3","10:00","19:22:37","1","#7","offense","Substitution","None","Slot 1: Out #7 / In #23",0,"No","No","No"
"Q3","10:00","19:22:41","3","#32","offense","Substitution","None","Slot 3: Out #32 / In #9",0,"No","No","No"
"Q3","10:00","19:22:51","5","#35","offense","Substitution","None","Slot 5: Out #35 / In #11",0,"No","No","No"
"Q3","10:00","19:23:06","4","#13","offense","Substitution","None","Slot 4: Out #13 / In #24",0,"No","No","No"
"Q3","10:00","19:23:11","5","#11","offense","Substitution","None","Slot 5: Out #11 / In #13",0,"No","No","No"
"Q3","09:50","19:25:15","3","#8","offense","PAINT Shot","PAINT","Make",9.1,"Yes","No","No"
"Q3","09:40","19:25:33","1","#23","defense","Steal","None","Success",10.3,"No","No","No"
"Q3","09:37","19:25:38","1","#23","offense","Assist","None","To ##9",3.1,"Yes","Yes","No"
"Q3","09:37","19:25:38","2","#9","offense","RIM Shot","RIM","Make",3.1,"No","No","No"
"Q3","09:26","19:25:49","Team","Team","defense","Opponent RIM Shot","RIM","Make",0.8,"Yes","No","No"
"Q3","09:18","19:26:08","4","#24","offense","Opponent Foul","None","Success",7.8,"No","No","No"
"Q3","09:18","19:26:15","4","#24","offense","FT","None","Make",7.8,"No","No","No"
"Q3","09:18","19:26:26","4","#24","offense","FT","None","Miss",7.8,"No","No","No"
"Q3","09:18","19:26:30","4","#24","offense","Off Rebound","null","Miss",7.8,"No","No","No"
"Q3","09:18","19:26:30","Team","Team","offense","Off Rebound","None","Success",7.8,"No","No","No"
"Q3","09:18","19:26:42","3","#8","offense","C3 Shot","C3","Miss",10,"No","No","No"
"Q3","09:18","19:26:43","Team","Team","offense","Opponent Def Rebound","None","Loss",10,"No","No","No"
"Q3","09:15","19:26:46","Team","Team","defense","Opponent RIM Shot","RIM","Make",3.1,"Yes","No","No"
"Q3","08:34","19:27:04","4","#24","offense","RIM Shot","RIM","Make",11,"Yes","No","No"
"Q3","08:15","19:27:28","1","#23","defense","Deflection","None","Success",19.6,"No","No","No"
"Q3","08:02","19:27:50","Team","Team","defense","Opponent C3 Shot","C3","Miss",7.9,"No","No","No"
"Q3","08:00","19:27:52","5","#13","defense","Def Rebound","None","Success",9.8,"No","No","No"
"Q3","07:50","19:28:06","5","#13","offense","Turnover (Live)","None","Loss",10.5,"No","No","No"
"Q3","07:26","19:28:32","Team","Team","defense","Opponent RIM Shot","RIM","Miss",0,"Yes","No","No"
"Q3","07:26","19:28:33","5","#13","defense","Def Rebound","None","Success",0,"No","No","No"
"Q3","07:17","19:28:43","2","#9","offense","C3 Shot","C3","Miss",8.9,"No","No","No"
"Q3","07:16","19:28:44","Team","Team","offense","Opponent Def Rebound","None","Loss",9.9,"No","No","No"
"Q3","07:02","19:28:58","Team","Team","defense","Opponent C3 Shot","C3","Miss",13.6,"No","No","No"
"Q3","07:01","19:28:59","Team","Team","defense","Opponent Off Reb","None","Loss",14.6,"No","No","No"
"Q3","06:57","19:29:23","5","#13","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q3","06:57","19:29:25","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",10,"No","No","No"
"Q3","06:57","19:29:26","5","#13","defense","Def Rebound","None","Success",10,"No","No","No"
"Q3","06:45","19:29:38","4","#24","offense","Turnover (Dead)","None","Loss",11.5,"No","No","No"
"Q3","06:45","19:29:50","4","#24","defense","Personal Foul","None","Foul #3",0,"No","No","No"
"Q3","06:45","19:30:13","Team","Team","defense","Opponent FT Miss","None","Loss",0,"No","No","No"
"Q3","06:45","19:30:24","Team","Team","defense","Opponent FT Score","None","Loss",0,"No","No","No"
"Q3","06:30","19:30:52","3","#8","offense","RIM Shot","RIM","Make",15.3,"Yes","No","No"
"Q3","06:06","19:31:01","3","#8","defense","Deflection","None","Success",4.1,"No","No","No"
"Q3","06:01","19:31:07","Team","Team","defense","Opponent PAINT Shot","PAINT","Make",9.3,"Yes","No","No"
"Q3","05:37","19:31:47","5","#13","offense","Opponent Foul","None","Success",0,"No","No","No"
"Q3","05:37","19:31:54","5","#13","offense","FT","None","Miss",0,"No","No","No"
"Q3","05:37","19:31:58","1","#23","offense","Substitution","None","Slot 1: Out #23 / In #15",0,"No","No","No"
"Q3","05:37","19:32:04","5","#13","offense","FT","None","Miss",0,"No","No","No"
"Q3","05:37","19:32:05","Team","Team","offense","Opponent Def Rebound","None","Loss",0,"No","No","No"
"Q3","05:25","19:32:17","1","#15","defense","Deflection","None","Success",11.2,"No","No","No"
"Q3","05:18","19:32:40","1","#15","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q3","05:18","19:32:51","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","05:18","19:33:02","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","05:05","19:33:19","1","#15","offense","Assist","None","To ##8",12.5,"No","No","No"
"Q3","05:05","19:33:19","3","#8","offense","C3 Shot","C3","Make",12.5,"No","No","No"
"Q3","04:54","19:33:35","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",11.9,"No","No","No"
"Q3","04:51","19:33:37","Team","Team","defense","Def Rebound","None","Success",14.6,"No","No","No"
"Q3","04:48","19:33:46","5","#13","offense","Opponent Foul","None","Success",2.9,"No","No","No"
"Q3","04:48","19:33:51","5","#13","offense","Substitution","None","Slot 5: Out #13 / In #11",2.9,"No","No","No"
"Q3","04:36","19:34:21","5","#11","offense","RIM Shot","RIM","Miss",14.6,"Yes","No","No"
"Q3","04:35","19:34:22","Team","Team","offense","Opponent Def Rebound","None","Loss",15.7,"No","No","No"
"Q3","04:27","19:34:30","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",7.7,"Yes","Yes","No"
"Q3","04:25","19:34:33","5","#11","defense","Def Rebound","None","Success",10.2,"No","No","No"
"Q3","04:18","19:34:40","5","#11","offense","Turnover (Dead)","None","Loss",6.9,"No","No","No"
"Q3","04:18","19:35:03","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",0,"Yes","No","No"
