Game Date: 2026-08-31,Our Team: CB Argentona,Opponent: Maristes Ademar
Period,Game Clock,Timestamp,Slot,Player,Possession State,Action,Zone,Result,Duration(s),Paint Touch,Fastbreak,Crunch Time
"Q1","01:22","18:14:28","3","#8","offense","ATB3 Shot","ATB3","Miss",0.7,"No","Yes","No"
"Q1","01:22","18:14:32","1","#7","offense","Off Rebound","None","Success",0.7,"No","No","No"
"Q1","01:22","18:14:34","1","#7","offense","Turnover (Dead)","None","Loss",10,"No","No","No"
"Q1","00:52.5","18:15:05","Team","Team","defense","Opponent RIM Shot","RIM","Miss",20.3,"Yes","No","No"
"Q1","00:50.3","18:15:07","4","#11","defense","Def Rebound","None","Success",22.5,"No","No","No"
"Q1","00:44.7","18:15:13","1","#7","offense","RIM Shot","RIM","Miss",5.6,"Yes","Yes","No"
"Q1","00:44.2","18:15:14","Team","Team","offense","Opponent Def Rebound","None","Loss",6.1,"No","No","No"
"Q1","00:37.9","18:15:34","1","#7","defense","Personal Foul","None","Foul #2",6.3,"No","No","No"
"Q1","00:37.9","18:15:45","Team","Team","defense","Opponent FT Score","None","Loss",6.3,"No","No","No"
"Q1","00:37.9","18:16:00","Team","Team","defense","Opponent FT Miss","None","Loss",6.3,"No","No","No"
"Q1","00:37.9","18:16:01","4","#11","defense","Def Rebound","None","Success",6.3,"No","No","No"
"Q1","00:29.9","18:16:10","1","#7","offense","Turnover (Live)","None","Loss",8,"No","No","No"
"Q1","00:26.1","18:16:15","1","#7","defense","Personal Foul","None","Foul #3",3.8,"No","No","No"
"Q1","00:26.1","18:16:36","Team","Team","defense","Opponent FT Score","None","Loss",3.8,"No","No","No"
"Q1","00:26.1","18:16:47","Team","Team","defense","Opponent FT Score","None","Loss",3.8,"No","No","No"
"Q1","00:07.4","18:17:09","4","#11","offense","PAINT Shot","PAINT","Miss",18.7,"Yes","No","No"
"Q1","00:07.4","18:17:09","Team","Team","offense","Opponent Block","None","Success",18.7,"Yes","No","No"
"Q1","00:05.0","18:17:12","Team","Team","offense","Opponent Def Rebound","None","Loss",21.1,"No","No","No"
"Q1","00:00.0","18:17:19","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",5.1,"Yes","Yes","No"
"Q1","00:00.0","18:17:19","3","#8","defense","Block","None","Success",5.1,"No","No","No"
"Q2","10:00","18:17:43","Team","Team","defense","Period Change","None","Started Quarter 2",0,"No","No","No"
"Q2","10:00","18:18:49","1","#7","defense","Substitution","None","Slot 1: Out #7 / In #23",0,"No","No","No"
"Q2","10:00","18:18:56","5","#13","defense","Substitution","None","Slot 5: Out #13 / In #16",0,"No","No","No"
"Q2","09:51","18:19:08","1","#23","offense","MR Shot","MR","Miss",4.2,"No","Yes","No"
"Q2","09:51","18:19:08","Team","Team","offense","Opponent Def Rebound","None","Loss",4.6,"No","No","No"
"Q2","09:37","18:19:23","5","#16","defense","Steal","None","Success",14.5,"No","No","No"
"Q2","09:28","18:19:32","3","#8","offense","Substitution","None","Slot 3: Out #8 / In #32",8.5,"No","No","No"
"Q2","09:26","18:19:38","5","#16","offense","Assist","None","To ##32",11,"No","No","No"
"Q2","09:26","18:19:38","3","#32","offense","ATB3 Shot","ATB3","Make",11,"No","No","No"
"Q2","09:04","18:19:47","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",1.2,"No","Yes","No"
"Q2","09:04","18:19:49","4","#11","defense","Def Rebound","None","Success",1.2,"No","No","No"
"Q2","08:52","18:20:02","4","#11","offense","ATB3 Shot","ATB3","Miss",12.5,"No","No","No"
"Q2","08:51","18:20:03","Team","Team","offense","Opponent Def Rebound","None","Loss",13.1,"No","No","No"
"Q2","08:34","18:20:21","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",17.5,"No","No","No"
"Q2","08:31","18:20:25","5","#16","defense","Def Rebound","None","Success",20.7,"No","No","No"
"Q2","08:20","18:20:36","1","#23","offense","ATB3 Shot","ATB3","Miss",10.8,"No","No","No"
"Q2","08:17","18:20:38","5","#16","offense","Off Rebound","None","Success",13.1,"No","No","No"
"Q2","08:08","18:21:10","5","#16","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q2","08:08","18:21:12","5","#16","offense","FT","None","Miss",10,"No","No","No"
"Q2","08:08","18:21:13","5","#16","offense","FT","None","Make",10,"No","No","No"
"Q2","08:08","18:21:31","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",0.1,"No","Yes","No"
"Q2","07:40","18:21:57","4","#11","offense","Opponent Foul","None","Success",8.1,"No","No","No"
"Q2","07:40","18:22:09","2","#1","offense","Substitution","None","Slot 2: Out #1 / In #9",8.1,"No","No","No"
"Q2","07:40","18:22:16","4","#11","offense","FT","None","Make",8.1,"No","No","No"
"Q2","07:40","18:22:22","4","#11","offense","FT","None","Miss",8.1,"No","No","No"
"Q2","07:40","18:22:23","Team","Team","offense","Opponent Def Rebound","None","Loss",8.1,"No","No","No"
"Q2","07:30","18:22:33","2","#9","defense","Substitution","None","Slot 2: Out #9 / In #1",9.8,"No","No","No"
"Q2","07:28","18:22:35","2","#1","defense","Steal","None","Success",11.8,"No","No","No"
"Q2","07:24","18:22:39","2","#1","offense","Substitution","None","Slot 2: Out #1 / In #9",4.2,"No","No","No"
"Q2","07:04","18:23:04","1","#23","offense","RIM Shot","RIM","Miss",0,"Yes","Yes","No"
"Q2","07:04","18:23:06","4","#11","offense","Off Rebound","None","Success",0,"No","No","No"
"Q2","07:04","18:23:10","4","#11","offense","RIM Shot","RIM","Make",10,"Yes","No","No"
"Q2","07:02","18:23:22","5","#16","defense","Personal Foul","None","Foul #1",2.2,"No","No","No"
"Q2","07:02","18:23:25","4","#11","defense","Substitution","None","Slot 4: Out #11 / In #24",2.2,"No","No","No"
"Q2","07:02","18:23:37","2","#9","defense","Steal","None","Success",2.2,"No","No","No"
"Q2","06:53","18:23:49","5","#16","offense","Assist","None","To ##23",9.7,"No","No","No"
"Q2","06:53","18:23:49","1","#23","offense","ATB3 Shot","ATB3","Make",9.7,"No","No","No"
"Q2","06:53","18:23:52","5","#16","defense","Deflection","None","Success",0,"No","No","No"
"Q2","06:33","18:24:13","Team","Team","defense","Opponent PAINT Shot","PAINT","Make",19.9,"Yes","No","No"
"Q2","06:24","18:24:25","5","#16","offense","RIM Shot","RIM","Miss",8.2,"Yes","No","No"
"Q2","06:23","18:24:26","5","#16","offense","Off Rebound","None","Success",9.4,"No","No","No"
"Q2","06:21","18:24:28","5","#16","offense","RIM Shot","RIM","Miss",12,"Yes","No","No"
"Q2","06:20","18:24:29","Team","Team","offense","Opponent Def Rebound","None","Loss",12.8,"No","No","No"
"Q2","06:16","18:24:33","5","#16","defense","Steal","None","Success",4.4,"No","No","No"
"Q2","06:12","18:24:42","5","#16","offense","Opponent Foul","None","Success",4.3,"No","No","No"
"Q2","06:12","18:24:58","5","#16","offense","FT","None","Make",4.3,"No","No","No"
"Q2","06:12","18:25:11","5","#16","offense","FT","None","Make",4.3,"No","No","No"
"Q2","05:53","18:25:33","4","#24","defense","Steal","None","Success",18.3,"No","No","No"
"Q2","05:51","18:25:42","4","#24","offense","RIM Shot","RIM","Make",2.9,"Yes","Yes","No"
"Q2","05:51","18:25:44","Team","Team","defense","Timeout","None","Maristes Ademar",0,"No","No","No"
"Q2","05:42","18:27:46","3","#32","defense","Steal","None","Success",8.6,"No","No","No"
"Q2","05:35","18:27:53","1","#23","offense","PAINT Shot","PAINT","Miss",6.5,"Yes","Yes","No"
"Q2","05:34","18:27:54","Team","Team","offense","Opponent Def Rebound","None","Loss",7.7,"No","No","No"
"Q2","05:20","18:28:09","Team","Team","defense","Opponent RIM Shot","RIM","Make",14.4,"Yes","No","No"
"Q2","05:16","18:28:18","4","#24","offense","Assist","None","To ##32",3.8,"Yes","Yes","No"
"Q2","05:16","18:28:18","3","#32","offense","RIM Shot","RIM","Make",3.8,"No","No","No"
"Q2","05:00","18:29:06","1","#23","defense","Personal Foul","None","Foul #1",10,"No","No","No"
"Q2","05:00","18:29:10","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","05:00","18:29:25","Team","Team","defense","Opponent FT Miss","None","Loss",10,"No","No","No"
"Q2","05:00","18:29:27","4","#24","defense","Def Rebound","None","Success",10,"No","No","No"
"Q2","04:51","18:29:35","3","#32","offense","ATB3 Shot","ATB3","Miss",8.4,"No","No","No"
"Q2","04:50","18:29:37","3","#32","offense","Off Rebound","None","Success",9.9,"No","No","No"
"Q2","04:42","18:29:45","5","#16","offense","PAINT Shot","PAINT","Miss",18,"Yes","No","No"
"Q2","04:41","18:29:46","Team","Team","offense","Opponent Def Rebound","None","Loss",18.3,"No","No","No"
"Q2","04:39","18:29:48","Team","Team","defense","Opponent RIM Shot","RIM","Make",2.8,"Yes","Yes","No"
"Q2","04:15","18:30:34","3","#24","offense","RIM Shot","RIM","Miss",0,"Yes","Yes","No"
"Q2","04:15","18:30:35","Team","Team","offense","Off Rebound","None","Success",0,"No","No","No"
"Q2","04:15","18:31:03","5","#16","offense","Turnover (Live)","None","Loss",10,"No","No","No"
"Q2","04:14","18:31:04","Team","Team","defense","Opponent RIM Shot","RIM","Miss",1.7,"Yes","Yes","No"
"Q2","04:11","18:31:07","4","#13","defense","Def Rebound","None","Success",4.3,"No","No","No"
"Q2","04:06","18:31:23","1","#23","offense","Opponent Foul","None","Success",5,"No","No","No"
"Q2","04:06","18:31:24","1","#23","offense","FT","None","Make",5,"No","No","No"
"Q2","04:06","18:31:34","1","#23","offense","FT","None","Miss",5,"No","No","No"
"Q2","04:06","18:31:35","1","#23","offense","Off Rebound","null","Miss",5,"No","No","No"
"Q2","04:06","18:31:35","4","#13","offense","Off Rebound","None","Success",5,"No","No","No"
"Q2","04:06","18:32:03","3","#24","offense","RIM Shot","RIM","Make",10,"Yes","No","No"
"Q2","04:06","18:32:03","3","#24","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q2","04:06","18:32:13","3","#24","offense","FT","None","Make",10,"No","No","No"
"Q2","04:01","18:32:21","3","#24","defense","Steal","None","Success",4.6,"No","No","No"
"Q2","03:52","18:32:31","2","#9","offense","ATB3 Shot","ATB3","Miss",9.6,"No","No","No"
"Q2","03:51","18:32:32","Team","Team","offense","Opponent Def Rebound","None","Loss",10.7,"No","No","No"
"Q2","03:30","18:32:54","Team","Team","defense","Opponent ATB3 Shot","ATB3","Make",21.1,"No","No","No"
"Q2","03:21","18:33:07","4","#13","offense","RIM Shot","RIM","Miss",8.8,"Yes","No","No"
"Q2","03:20","18:33:07","Team","Team","offense","Opponent Def Rebound","None","Loss",9.2,"No","No","No"
"Q2","03:15","18:33:12","Team","Team","defense","Opponent RIM Shot","RIM","Miss",5.2,"Yes","Yes","No"
"Q2","03:14","18:33:14","2","#9","defense","Def Rebound","None","Success",6.7,"No","No","No"
"Q2","03:03","18:33:25","3","#24","offense","Turnover (Dead)","None","Loss",10.3,"No","No","No"
"Q2","03:03","18:33:43","2","#9","defense","Personal Foul","None","Foul #1",0,"No","No","No"
"Q2","02:57","18:34:06","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",6.3,"No","Yes","No"
"Q2","02:56","18:34:08","5","#16","defense","Def Rebound","None","Success",7.5,"No","No","No"
"Q2","02:12","18:34:27","2","#9","offense","RIM Shot","RIM","Make",4.4,"Yes","Yes","No"
"Q2","01:57","18:34:48","1","#23","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q2","01:57","18:35:05","1","#23","defense","Substitution","None","Slot 1: Out #23 / In #7",10,"No","No","No"
"Q2","01:57","18:35:07","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q2","01:57","18:35:18","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q2","01:43","18:35:35","2","#9","offense","MR Shot","MR","Miss",13.8,"No","No","No"
"Q2","01:41","18:35:38","Team","Team","offense","Opponent Def Rebound","None","Loss",16.3,"No","No","No"
"Q2","01:37","18:35:43","4","#13","defense","Personal Foul","None","Foul #1",4,"No","No","No"
"Q2","01:37","18:35:50","5","#16","defense","Substitution","None","Slot 5: Out #16 / In #11",4,"No","No","No"
"Q2","01:37","18:36:12","Team","Team","defense","Opponent FT Score","None","Loss",4,"No","No","No"
"Q2","01:37","18:36:26","Team","Team","defense","Opponent FT Miss","None","Loss",4,"No","No","No"
"Q2","01:37","18:36:28","5","#11","defense","Def Rebound","None","Success",4,"No","No","No"
"Q2","01:21","18:36:47","2","#9","offense","RIM Shot","RIM","Make",16.1,"Yes","No","No"
"Q2","01:01","18:37:06","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",9.4,"No","No","No"
"Q2","00:59.8","18:37:08","4","#13","defense","Def Rebound","None","Success",11.5,"No","No","No"
"Q2","00:54.7","18:37:13","2","#9","offense","ATB3 Shot","ATB3","Miss",5.1,"No","Yes","No"
"Q2","00:53.7","18:37:14","Team","Team","offense","Opponent Def Rebound","None","Loss",6.1,"No","No","No"
"Q2","00:30.3","18:38:18","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",13.4,"No","No","No"
"Q2","00:30.3","18:38:19","1","#7","defense","Def Rebound","None","Success",13.4,"No","No","No"
"Q2","00:18.0","18:38:36","5","#11","offense","PAINT Shot","PAINT","Miss",2.3,"Yes","Yes","No"
"Q2","00:16.9","18:38:38","Team","Team","offense","Opponent Def Rebound","None","Loss",3.4,"No","No","No"
"Q3","10:00","18:48:08","Team","Team","defense","Period Change","None","Started Quarter 3",0,"No","No","No"
"Q3","10:00","18:48:19","5","#11","defense","Substitution","None","Slot 5: Out #11 / In #16",0,"No","No","No"
"Q3","10:00","18:48:25","1","#7","defense","Substitution","None","Slot 1: Out #7 / In #23",0,"No","No","No"
"Q3","10:00","18:49:35","4","#13","defense","Substitution","None","Slot 4: Out #13 / In #11",0,"No","No","No"
"Q3","09:45","18:49:52","5","#16","defense","Steal","None","Success",14.5,"No","No","No"
"Q3","09:26","18:50:15","2","#9","offense","Opponent Foul","None","Success",10,"No","No","No"
"Q3","09:26","18:50:30","2","#9","offense","FT","None","Miss",10,"No","No","No"
"Q3","09:26","18:50:40","2","#9","offense","FT","None","Make",10,"No","No","No"
"Q3","09:12","18:51:03","4","#11","defense","Personal Foul","None","Foul #1",10,"No","No","No"
"Q3","09:12","18:51:20","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","09:12","18:51:34","Team","Team","defense","Opponent FT Score","None","Loss",10,"No","No","No"
"Q3","08:59","18:52:13","4","#11","offense","RIM Shot","RIM","Make",12.4,"Yes","No","No"
"Q3","08:55","18:52:21","Team","Team","defense","Opponent RIM Shot","RIM","Miss",4.5,"Yes","Yes","No"
"Q3","08:53","18:52:23","4","#11","defense","Def Rebound","None","Success",6.1,"No","No","No"
"Q3","08:52","18:52:25","4","#11","offense","RIM Shot","RIM","Make",0.8,"Yes","Yes","No"
"Q3","08:47","18:52:34","Team","Team","defense","Opponent Turnover","None","Unforced",5.3,"No","No","No"
"Q3","08:08","18:53:27","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",0,"Yes","Yes","No"
"Q3","08:08","18:53:28","Team","Team","defense","Opponent Off Reb","None","Loss",0,"No","No","No"
"Q3","08:08","18:53:36","1","#23","defense","Steal","None","Success",10,"No","No","No"
"Q3","08:03","18:53:44","5","#16","offense","RIM Shot","RIM","Make",4.5,"Yes","Yes","No"
"Q3","08:03","18:53:44","5","#16","offense","Opponent Foul","None","Success",4.5,"No","No","No"
"Q3","08:03","18:53:48","5","#16","offense","FT","None","Make",4.5,"No","No","No"
"Q3","07:33","18:54:14","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",20.1,"Yes","No","No"
"Q3","07:29","18:54:22","3","#24","defense","Def Rebound","None","Success",0,"No","No","No"
"Q3","07:28","18:54:25","3","#24","offense","Assist","None","To ##11",1.3,"Yes","Yes","No"
"Q3","07:28","18:54:25","4","#11","offense","RIM Shot","RIM","Make",1.3,"No","No","No"
"Q3","07:13","18:54:43","5","#16","defense","Deflection","None","Success",14.9,"No","No","No"
"Q3","07:12","18:54:45","1","#23","defense","Steal","None","Success",16.4,"No","No","No"
"Q3","07:07","18:54:50","3","#24","offense","Turnover (Live)","None","Loss",4.8,"No","No","No"
"Q3","06:53","18:55:06","Team","Team","defense","Timeout","None","Maristes Ademar",14.1,"No","No","No"
"Q3","06:51","18:56:52","2","#9","defense","Steal","None","Success",15.9,"No","No","No"
"Q3","06:43","18:57:10","2","#9","offense","Opponent Foul","None","Success",7.7,"No","No","No"
"Q3","06:35","18:57:24","1","#23","offense","PAINT Shot","PAINT","Make",15.9,"Yes","No","No"
"Q3","06:20","18:57:52","1","#23","defense","Substitution","None","Slot 1: Out #23 / In #7",15.1,"No","No","No"
"Q3","06:20","18:58:02","2","#9","defense","Personal Foul","None","Foul #2",10,"No","No","No"
"Q3","06:20","18:58:04","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",10,"Yes","No","No"
"Q3","06:20","18:58:07","5","#16","defense","Def Rebound","None","Success",10,"No","No","No"
"Q3","06:06","18:58:22","3","#24","offense","ATB3 Shot","ATB3","Miss",14.3,"No","No","No"
"Q3","06:04","18:58:23","5","#16","offense","Off Rebound","None","Success",15.7,"No","No","No"
"Q3","06:03","18:58:29","5","#16","offense","RIM Shot","RIM","Make",10.9,"Yes","No","No"
"Q3","06:00","18:58:36","Team","Team","defense","Opponent PAINT Shot","PAINT","Miss",3.7,"Yes","Yes","No"
"Q3","05:57","18:58:38","5","#16","defense","Def Rebound","None","Success",5.9,"No","No","No"
"Q3","05:56","18:58:42","5","#16","offense","Assist","None","To ##9",1.9,"Yes","Yes","No"
"Q3","05:56","18:58:42","2","#9","offense","RIM Shot","RIM","Make",1.9,"No","No","No"
"Q3","05:36","18:58:57","2","#9","defense","Deflection","None","Success",0,"No","No","No"
"Q3","05:36","18:59:06","4","#11","defense","Substitution","None","Slot 4: Out #11 / In #13",0,"No","No","No"
"Q3","05:30","18:59:24","Team","Team","defense","Opponent RIM Shot","RIM","Miss",5.8,"Yes","Yes","No"
"Q3","05:30","18:59:24","4","#13","defense","Block","None","Success",5.8,"No","No","No"
"Q3","05:27","18:59:26","5","#16","defense","Def Rebound","None","Success",8.4,"No","No","No"
"Q3","05:26","18:59:29","5","#16","offense","Assist","None","To ##24",1.2,"Yes","Yes","No"
"Q3","05:26","18:59:29","3","#24","offense","RIM Shot","RIM","Make",1.2,"No","No","No"
"Q3","04:47","19:00:43","5","#16","offense","Opponent Foul","None","Success",1.1,"No","No","No"
"Q3","04:47","19:00:43","5","#16","offense","FT","None","Make",1.1,"No","No","No"
"Q3","04:47","19:00:55","5","#16","offense","FT","None","Make",1.1,"No","No","No"
"Q3","04:33","19:01:26","3","#24","defense","Substitution","None","Slot 3: Out #24 / In #32",14.3,"No","No","No"
"Q3","04:33","19:01:30","3","#32","defense","Personal Foul","None","Foul #3",10,"No","No","No"
"Q3","04:33","19:01:41","Team","Team","defense","Opponent ATB3 Shot","ATB3","Miss",10,"No","No","No"
"Q3","04:33","19:01:42","5","#16","defense","Def Rebound","None","Success",10,"No","No","No"
"Q3","04:21","19:01:58","5","#16","offense","PAINT Shot","PAINT","Make",12.2,"Yes","No","No"
